Materialnr.;Unnamed: 1;Artikelbezeichnung;Artikelbezeichnung 2;"Waren
gruppe";" Artkel 
VK 01.01.19 ";" Material/
100mm
01.01.2019 "; Schnitt ; Preiseinheit ;Max. Zuschnitt; Sonder Rabatte 
203600366;203600366;Gewindest.m.Kugel 15 M16x150;Material: Edelstahl;010221; 6,80 € ;;;1.0;;
203600367;203600367;Gewindest.m.Kugel 15 M16x200;Material: Edelstahl;010221; 11,64 € ;;;1.0;;
203600369;203600369;Gewindestange für Gelenkstellfuß;"Kugel 15, Edelstahl; M20x300";010221; 27,28 € ;;;1.0;;
203600400;203600400;50 Teller für feste Stellfüße, schwar;Material: Kunststoff PA glasfaserverst. ;010221; 1,10 € ;;;1.0;;
203600401;203600401;50 Teller mit Anti-Slip-Platte;für feste Stellfüße;010221; 1,76 € ;;;1.0;;
203600402;203600402;60 Teller für feste Stellfüße, schwar;Material: Kunststoff PA glasfaserverst. ;010221; 1,12 € ;;;1.0;;
203600403;203600403;60 Teller mit Anti-Slip-Platte;für feste Stellfüße;010221; 1,81 € ;;;1.0;;
203600404;203600404;80 Teller für feste Stellfüße, schwar;Material: Kunststoff PA glasfaserverst. ;010221; 1,20 € ;;;1.0;;
203600405;203600405;80 Teller mit Anti-Slip-Platte;für feste Stellfüße;010221; 2,30 € ;;;1.0;;
203600406;203600406;100 Teller für feste Stellfüße, schwa;Material: Kunststoff PA glasfaserverst. ;010221; 2,39 € ;;;1.0;;
203600407;203600407;100 Teller mit Anti-Slip-Platte;für feste Stellfüße;010221; 4,47 € ;;;1.0;;
203600500;203600500;60 Trapezteller für feste Stellfüße;Material: Zinkdruckguss schwarz pulverb.;010221; 4,64 € ;;;1.0;;
203600501;203600501;60 Trapezteller mit Anti-Slip-Platte;für feste Stellfüße;010221; 5,32 € ;;;1.0;;
203600502;203600502;80 Trapezteller für feste Stellfüße;Material: Zinkdruckguss-schwarz pulverb.;010221; 5,66 € ;;;1.0;;
203600503;203600503;80 Trapezteller mit Anti-Slip-Platte;für feste Stellfüße;010221; 6,76 € ;;;1.0;;
203600600;203600600;Gewindestange für feste nivellierbare ;Stellfüße M12x66;010221; 3,41 € ;;;1.0;;
203600601;203600601;Gewindestange für feste nivellierbare ;Stellfüße M12x100;010221; 3,61 € ;;;1.0;;
203600602;203600602;Gewindestange für feste nivellierbare ;Stellfüße M12x125;010221; 3,82 € ;;;1.0;;
203600603;203600603;Gewindestange für feste nivellierbare ;Stellfüße M12x150;010221; 3,95 € ;;;1.0;;
203600604;203600604;Gewindestange für feste nivellierbare ;Stellfüße M16x66;010221; 4,26 € ;;;1.0;;
203600605;203600605;Gewindestange für feste nivellierbare ;Stellfüße M16x100;010221; 4,47 € ;;;1.0;;
203600606;203600606;Gewindestange für feste nivellierbare ;Stellfüße M16x125;010221; 4,71 € ;;;1.0;;
203600607;203600607;Gewindestange für feste nivellierbare ;Stellfüße M16x150;010221; 4,95 € ;;;1.0;;
203600608;203600608;Gewindestange für feste nivellierbare ;Stellfüße M16x200;010221; 5,23 € ;;;1.0;;
203600609;203600609;Gewindestange für feste nivellierbare ;Stellfüße M16x250;010221; 6,80 € ;;;1.0;;
203600650;203600650;Gewindestange für feste nivellierbare ;Stellfüße M12x66;010221; 6,36 € ;;;1.0;;
203600651;203600651;Gewindestange für feste nivellierbare ;Stellfüße M12x100;010221; 6,90 € ;;;1.0;;
203600652;203600652;Gewindestange für feste nivellierbare ;Stellfüße M12x125;010221; 7,44 € ;;;1.0;;
203600653;203600653;Gewindestange für feste nivellierbare ;Stellfüße M12x150;010221; 7,75 € ;;;1.0;;
203600654;203600654;Gewindestange für feste nivellierbare ;Stellfüße M16x66;010221; 7,71 € ;;;1.0;;
203600655;203600655;Gewindestange für feste nivellierbare ;Stellfüße M16x100;010221; 8,88 € ;;;1.0;;
203600656;203600656;Gewindestange für feste nivellierbare ;Stellfüße M16x125;010221; 9,85 € ;;;1.0;;
203600657;203600657;Gewindestange für feste nivellierbare ;Stellfüße M16x150;010221; 10,29 € ;;;1.0;;
203600658;203600658;Gewindestange für feste nivellierbare ;Stellfüße M16x200;010221; 12,03 € ;;;1.0;;
203600659;203600659;Gewindestange für feste nivellierbare ;Stellfüße M16x250;010221; 12,72 € ;;;1.0;;
203600700;203600700;Bodenbefestigung für Trapezteller 60;Material: Zinkdruckguss;010221; 8,05 € ;;;1.0;;
203600701;0.0.265.30;Bodenbefestigung für Trapezteller 80;Material: Zinkdruckguss schwarz pulverb.;010221; 7,32 € ;;;1.0;;
203600800;203600800;Kugelkopf 15 M6x10 ;Material: Stahl verzinkt;010221; 1,51 € ;;;1.0;;
203600801;203600801;Kugelkopf 15 M6x10 Material: Edelstahl ;-;010221; 3,04 € ;;;1.0;;
203600802;203600802;Kugelkopf 15 M8x10 ;Material: Stahl verzinkt;010221; 1,51 € ;;;1.0;;
203600803;203600803;Kugelkopf 15 M8x10 Material: Edelstahl ;-;010221; 3,04 € ;;;1.0;;
204500601;0.0.464.39;Gelenk 20 Nut 5/6;Material:Aludruckguss alufarbig lackiert;010221; 13,09 € ;;;1.0;;
204500602;0.0.464.43;Gelenk 20 mit Klemmhebel Nut 5/6;Material:Aludruckguss alufarbig lackiert;010221; 17,05 € ;;;1.0;;
204500604;0.0.373.93;Gelenk 40 mit Klemmhebel Nut 8;Material:Zinkdruckguss aluf. lackiert;010221; 18,71 € ;;;1.0;;
204500605;0.0.373.91;Gelenk 40x80 Nut 8;"Material: Zinkdruckguss; silber lackiert";010221; 28,70 € ;;;1.0;;
204500606;204500606;Gelenk 40x80 mit Klemmhebel Nut 8;"Material: Zinkdruckguss; silber lackiert";010221; 36,41 € ;;;1.0;;
204532235;0.0.265.31;Gelenk 40 Nut 8;"Material: Zinkdruckguss; silber lackiert";010221; 13,54 € ;;;1.0;;
205400100;0.0.196.65;Clip-Kabelbinder mit Gummi Nut 8;Kunststoff Pa, schwarz;010221; 1,83 € ;;;1.0;;
205400101;205400101;Clip-Kabelbinder mit Hammer Nut 8;Kunststoff PA, schwarz;010221; 1,83 € ;;;1.0;;
205400102;205400102;Clip-Kabelbinder mit Hammer Nut 8;Kunststoff PA, schwarz;010221; 1,40 € ;;;1.0;;
205400200;205400200;Kreuzkabelbinderblock Nut 5;A2=1,6  McMaster;010221; 0,68 € ;;;1.0;;
205400201;205400201;Kreuzkabelbinderblock Nut 8;A2=4,4mm;010221; 0,68 € ;;;1.0;;
205610001;205610001;Kugelschnäpper leicht, SW13;M8x12, Halteschraube:stahl verzinkt;010221; 3,08 € ;;;1.0;;
205610002;205610002;Kugelschnäpper leicht, SW13;M8x12, Halteschraube:Edelstahl;010221; 4,62 € ;;;1.0;;
205610003;205610003;Kugelschnäpper schwer, SW13;M8x12, Halteschraube:Edelstahl;010221; 4,99 € ;;;1.0;;
205610004;0.0.388.20;Kugelschnäpper schwer, SW13;M8x12, Halteschraube:stahl verzinkt;010221; 3,08 € ;;;1.0;;
205610100;205610100;Abstandshalter für Kugelschnäpper;Material: Kunststoff PA schwarz;010221; 0,30 € ;;;1.0;;
205610200;0.0.475.06;Befestigungswinkel für Kugelschnäpper;Material: Stahl verzinkt;010221; 1,73 € ;;;1.0;;
205615009;205615009;Flachkopfschraube L25 M6x22;Stahl verzinkt ähnlich ISO7380F;010221; 16,23 € ;;;100.0;;
205615150;205615150;Abstandshalter 2 mm für Klemmblock 5/6;Material: Kunststoff PA glasfaserv. schw;010221; 0,13 € ;;;1.0;;
205615151;205615151;Abstandshalter 3 mm für Klemmblock 5/6;Material: Kunststoff PA glasfaserv. schw;010221; 0,13 € ;;;1.0;;
205615152;205615152;Abstandshalter 4 mm für Klemmblock 5/6;Material: Kunststoff PA glasfaserv. schw;010221; 0,13 € ;;;1.0;;
206200120;206200120;Fussauflage höhenverstellbar;Ausführung: ESD;010223; 468,25 € ;;;1.0;;
206500001;0.0.026.21;"Greifschale Nut 8; 210x105x40 ";Material: Kunststoff PA, Schwarz;010223; 9,55 € ;;;1.0;;
206500002;0.0.026.20;"Greifschale Nut 8; 110x105x40";Material: Kunststoff PA, Schwarz;010223; 5,79 € ;;;1.0;;
206519735;206519735;Fussauflage höhenverstellbar;-;010223; 407,87 € ;;;1.0;;
206538409;206538409;Fussauflage höhenverstellbar;Ausführung: ESD;010223; 468,25 € ;;;1.0;;
206539800;206539800;Halteset Steck-/Energieleiste I40;-;010223; 6,57 € ;;;1.0;;
206539842;206539842;Steckdosenleiste incl. Halteset I-40;max. 16A/230V;010223; 44,49 € ;;;1.0;;
206539844;206539844;Steckdosenleiste, Ausgang schaltbar;incl. Halteset I40;010223; 48,13 € ;;;1.0;;
206539846;206539846;Steckdosenleiste, E/A schaltbar;incl. Halteset I40;010223; 47,21 € ;;;1.0;;
206539847;0.0.627.44;Steckdosenleiste 5-fach mit Wippschalter;incl. Halteset I40, max. 16A/230V;010223; 77,34 € ;;;1.0;;
206539850;206539850;Energieleiste, E/A schaltbar;incl. Halteset I40;010223; 167,39 € ;;;1.0;;
208520020;0.0.388.70;Hubtürführungssatz Nut 8;inkl. Halteset;010221; 6,85 € ;;;1.0;;
208522481;3842522481;Befestigungssatz für Einhängewinkel  Serie40;-;010141; 16,30 € ;;;1.0;;
208530001;208530001;ECO-Schutzzaunbefestigung Nut 8 ;für Profil 40x40;010141; 25,43 € ;;;1.0;;
208541193;208541193;Rohrschelle D28/Nut 8;"Stahl verzinkt; inkl. Befestigungssatz";010123; 4,67 € ;;;1.0;;
208999471;208999471;Systemstütze 40x40L;-;010141; auf Anfrage ;;;1.0;;
208999472;208999472;Systemstütze 40x40x80L;-;010141; auf Anfrage ;;;1.0;;
208999473;208999473;Systemstütze 40x80L;-;010141; auf Anfrage ;;;1.0;;
208999474;208999474;Systemstütze 80x80L;-;010141; auf Anfrage ;;;1.0;;
212200206;212200206;Fixierstück für Endschalterhatler;Nut 10;010221; 11,24 € ;;;100.0;;
212300206;0.0.003.53;Winkel 60x60 Nut 12, Inkl. Befestigung ;und Abdeckkappe ;010221; 9,22 € ;;;1.0;;
0.0.003.53;212300206;Winkel 60x60 Nut 12, Inkl. Befestigung ;siehe Artikelnummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
212300600;0.0.003.72;Nutenstein einschwenkbar Nut12 M6;34,5x20,3x11,2 mm;010221; 1,17 € ;;;1.0;;
212300601;0.0.003.63;Nutenstein einschwenkbar Nut12 M8;34,5x20,3x11,2 mm;010221; 1,17 € ;;;1.0;;
212300602;0.0.003.64;Nutenstein einschwenkbar Nut12 M10;34,5x20,3x11,2 mm;010221; 1,17 € ;;;1.0;;
212300603;0.0.003.65;Nutenstein einschwenkbar Nut12 M12;34,5x20,3x11,2 mm;010221; 1,17 € ;;;1.0;;
212311008;0.0.003.35;Schraubverbinder Nut12;Material: stahl verzinkt;010221; 1,08 € ;;;1.0;;
251000000;0.0.452.17;Griffleistenprofil, Nut 5;10 St. x 3000mm;010212; 267,85 € ;;;1.0;;
251000000;0.0.432.09;Griffleistenprofil, Nut 5;10 St. x 3000mm;010212; 267,85 € ;;;1.0;;
251000100;0.0.432.28;Abdeckkappensatz für Griffleistenprofil;T=4mm;010221; 1,37 € ;;;1.0;;
251000999;0.0.432.09;Griffleistenprofil Zuschnitt, Nut 5;Längenangabe notwendig, Bearbeitung auf Anfrage;010202;; 0,99 € ; 1,45 € ;1.0;3000,0;
251005001;0.0.391.12;Abdeckkappe 10x20, Nut5 schwarz;"T=3,0 mm; Material: PA glasfaserverst.";010221; 0,24 € ;;;1.0;;
251005002;0.0.026.79;Abdeckkappe 16x40, Nut8, schwarz ;"T=4,0 mm; Material: PA glasfaserverst.";010221; 0,58 € ;;;1.0;;
251005003;0.0.265.98;Abdeckkappe 16x80, Nut8, schwarz;"T=4,0 mm; Material: PA glasfaserverst.";010221; 1,17 € ;;;1.0;;
251005004;0.0.388.87;Abdeckkappe 18x32, Nut 8 schwarz;"T=4,0 mm; Material: PA glasfaserverst.";010221; 0,60 € ;;;1.0;;
251005005;0.0.370.09;Abdeckkappe 20x20, Nut5 schwarz;"T=2,5 mm; Material: PA glasfaserverst.";010221; 0,24 € ;;;1.0;;
251005006;0.0.370.11;Abdeckkappe 20x40, Nut5, schwarz;"T=2,5 mm; Material: PA glasfaserverst.";010221; 0,28 € ;;;1.0;;
251005007;0.0.425.53;Abdeckkappe 20x60, Nut5, schwarz;"T=2,5 mm; Material: PA glasfaserverst.";010221; 0,54 € ;;;1.0;;
251005020;0.0.464.45;Potentialausgleich Nut5 mit Gewindestift;-;010221; 1,30 € ;;;1.0;;
251005023;0.0.370.13;Abdeckkappe 40x40 Nut5, schwarz;"T=2,5 mm; Material: PA glasfaserverst.";010221; 0,39 € ;;;1.0;;
251005029;0.0.425.71;Abdeckkappe R20 90°, Nut5, schwarz;"T=2,5 mm; Material: PA glasfaserverst.";010221; 0,28 € ;;;1.0;;
251005036;0.0.425.56;"Abdeckkappe 60x40 Nut 5; T=2,5 mm";Material: Kunststoff PA schwarz;010221; 0,87 € ;;;1.0;;
251005038;0.0.370.92;"Abdeckkappe 80x20 Nut 5; T=2,5 mm";Material: Kunststoff PA schwarz;010221; 0,70 € ;;;1.0;;
251005039;0.0.391.14;"Abdeckkappe 10x40; Nut 5; T = 2,5 mm";Material: Kunststoff PA schwarz;010221; 0,26 € ;;;1.0;;
251006007;0.0.370.79;Abdeck- und Einfaßprofil Nut 5, Natur;Länge 2000mm, Material PP;010221; 2,37 € ;;;1.0;;
251006007;0.0.391.73;Abdeck- und Einfaßprofil Nut 5, Natur;Länge 2000mm, Material PP;010221; 2,37 € ;;;1.0;;
251006008;0.0.370.80;Abdeck- und Einfaßprofil Nut 5, schwarz;RAL9005, Länge 2000mm, Material: PP;010221; 2,37 € ;;;1.0;;
251006008;0.0.391.74;Abdeck- und Einfaßprofil Nut 5, schwarz;RAL9005, Länge 2000mm, Material: PP;010221; 2,37 € ;;;1.0;;
251006016;251006016;Abdeck- und Einfaßprofil, ESD, Nut 5;schwarz, Material: PP, Länge: 2000mm;010221; 2,51 € ;;;1.0;;
251010001;0.0.437.12;Scheibendichtung Nut 5 Schwarz;Material: Kunststoff TPE;010221; 1,26 € ;;;1.0;;
251201000;0.0.448.03;Aluminiumprofil 20x10, Nut 5;16 St. x 3000mm;010212; 186,82 € ;;;1.0;;
251201901;0.0.391.02;Aluminiumprofil 20x10, Nut 5;Längenangabe notwendig, Bearbeitung auf Anfrage;010202;; 0,43 € ; 1,59 € ;1.0;3000,0;
251202000;0.0.448.04;Aluminiumprofil 20x20, Nut 5;16 St. x 3000mm;010212; 230,46 € ;;;1.0;;
251202010;0.0.437.99;Aluminiumprofil 20x20 1N, Nut 5;16 St. x 3000mm;010212; 233,59 € ;;;1.0;;
251202020;0.0.464.01;Aluminiumprofil 20x20 2N90, Nut 5;16 St. x 3000mm;010212; 246,22 € ;;;1.0;;
251202090;0.0.448.19;Aluminiumprofil R20 90°, Nut 5;8 St. x 3000mm;010212; 113,35 € ;;;1.0;;
251202901;0.0.370.03;Aluminiumprofil 20x20, Nut 5;Längenangabe notwendig, Bearbeitung auf Anfrage;010202;; 0,53 € ; 1,59 € ;1.0;3000,0;
251202911;0.0.437.74;Aluminiumprofil 20x20 1N, Nut 5;Längenangabe notwendig, Bearbeitung auf Anfrage;010202;; 0,54 € ; 1,59 € ;1.0;3000,0;
251202921;0.0.437.66;Aluminiumprofil 20x20 2N90, Nut 5;Längenangabe notwendig, Bearbeitung auf Anfrage;010202;; 0,57 € ; 1,59 € ;1.0;3000,0;
251202991;0.0.425.43;Aluminiumprofil R20 90°, Nut 5;Längenangabe notwendig, Bearbeitung auf Anfrage;010202;; 0,52 € ; 1,59 € ;1.0;3000,0;
251401000;0.0.448.06;Aluminiumprofil 40x10, Nut 5;10 St. x 6000mm;010212; 530,22 € ;;;1.0;;
251401099;0.0.391.06;Aluminiumprofil 40x10, Nut 5;Längenangabe notwendig, Bearbeitung auf Anfrage;010202;; 0,98 € ; 1,59 € ;1.0;6000,0;
251402000;0.0.631.00;Aluminiumprofil 40x20, Nut 5;16 St. x 3000mm;010212; 367,63 € ;;;1.0;;
251402010;0.0.464.03;Aluminiumprofil 40x20 2N, Nut 5;8 St. x 3000mm;010212; 223,84 € ;;;1.0;;
251402901;0.0.370.04;Aluminiumprofil 40x20, Nut 5;Längenangabe notwendig, Bearbeitung auf Anfrage;010202;; 0,85 € ; 1,59 € ;1.0;3000,0;
251402911;0.0.437.75;Aluminiumprofil 40x20 2N, Nut 5;Längenangabe notwendig, Bearbeitung auf Anfrage;010202;; 0,52 € ; 1,59 € ;1.0;3000,0;
251404000;0.0.448.09;Aluminiumprofil 40x40, Nut 5;8 St. x 6000mm;010212; 528,38 € ;;;1.0;;
251404901;0.0.370.05;Aluminiumprofil 40x40, Nut 5;Längenangabe notwendig, Bearbeitung auf Anfrage;010202;; 1,22 € ; 1,82 € ;1.0;6000,0;
251602000;0.0.448.11;Aluminiumprofil 60x20, Nut 5;5 St. x 3000mm;010212; 177,81 € ;;;1.0;;
251602901;0.0.425.44;Aluminiumprofil 60x20, Nut 5;Längenangabe notwendig, Bearbeitung auf Anfrage;010202;; 1,32 € ; 1,59 € ;1.0;3000,0;
252200128;0.0.437.19;Nutenstein einschwenkbar mit Federkugel;Nut5, M3 12,0 x 8,0 x 4,2 mm;010221; 0,30 € ;;;1.0;;
252200129;0.0.370.06;Nutenstein einschwenkbar mit Federkugel;Nut5, M4 12,0 x 8,0 x 4,2 mm;010221; 0,30 € ;;;1.0;;
252200130;0.0.370.01;Nutenstein einschwenkbar mit Federkugel;Nut5, M5 12,0 x 8,0 x 4,2 mm;010221; 0,30 € ;;;1.0;;
252200131;0.0.425.10;Nutenstein einschwenkbar mit Federkugel;Nut5, M4 12,0 x 8,0 x 4,2 mm;010221; 0,86 € ;;;1.0;;
252200132;0.0.425.11;Nutenstein einschwenkbar mit Federkugel;Nut5, M5 12,0 x 8,0 x 4,2 mm;010221; 0,86 € ;;;1.0;;
252200133;252200133;Nutenstein einschwenkbar mit Federkugel;1500 x 8,0 x 4,2 mm;010221; 9,51 € ;;;1.0;;
252200134;0.0.437.19;Nutenstein einschwenkbar m. Führungsste;"und Federkugel Nut 5; M3";010221; 0,30 € ;;;1.0;;
252200135;0.0.370.06;Nutenstein einschwenkbar m. Führungsste;"und Federkugel Nut 5; M4";010221; 0,30 € ;;;1.0;;
252200136;0.0.370.01;Nutenstein einschwenkbar m. Führungsste;"und Federkugel Nut 5; M5";010221; 0,30 € ;;;1.0;;
252200137;0.0.370.56;Nutenstein einschwenkbar m. Führungsste;"Nut 5;";010221; 9,51 € ;;;1.0;;
0.0.370.56;252200137;Nutenstein einschwenkbar m. Führungsste;siehe Artikelnummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
252200203;252200203;Fixierstück für Endschalterhatler, Nut;-;010221; 11,24 € ;;;100.0;;
252300100;0.0.425.03;Winkel 20x20 Nut 5;Material: Zinkdruckguss blank;010221; 1,17 € ;;;1.0;;
252300106;0.0.425.06;Winkel 40x40 Nut 5;Material: Zinkdruckguss ;010221; 4,13 € ;;;1.0;;
252300109;0.0.425.02;Winkel 20x20 Nut 5, Inkl. Befestigung ;und Abdeckkappe ;010221; 2,91 € ;;;1.0;;
0.0.425.02;252300109;Winkel 20x20 Nut 5, Inkl. Befestigung ;siehe Artikelnummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
252300114;0.0.425.05;Winkel 40x40, Nut 5, inkl. Befestigung ;und Abdeckkappe ;010221; 6,25 € ;;;1.0;;
252300200;0.0.425.02;Winkel 20x20 Nut 5, silber pulverb.;inkl. Befestigung und Abdeckkappe ;010221; 4,02 € ;;;1.0;;
0.0.425.02;252300200;Winkel 20x20 Nut 5, silber pulverb.;siehe Artikelnummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
252305100;0.0.370.32;Set Uni-Stoßverbinder Nut 5 ;Material: Zinkdruckguss verzinkt;010221; 1,36 € ;;;1.0;;
252310001;0.0.370.27;Set Unvierbinder Nut 5 mit Führungsnase;Material: Zinkdruckguss verzinkt;010221; 1,36 € ;;;1.0;;
252310003;0.0.437.73;Abdeckkappe für Eckwinkel 20 - Eckform;Material: PA schwarz;010221; 0,86 € ;;;1.0;;
252310004;0.0.425.94;Abdeckkappe für Eckwinkel 20 - Rundform;Material: PA schwarz;010221; 0,90 € ;;;1.0;;
252310010;0.0.642.11;"Eckwinkel 20 Nut 5; inkl. 3 Schrauben M5";Material: Winkel Zinkdruckguss blank;010221; 2,69 € ;;;1.0;;
252310011;0.0.437.96;"Eckwinkel 20 Nut 5; inkl. 3 Schrauben ";"M5x12; und Abdeckkappe eckig";010221; 3,46 € ;;;1.0;;
252310012;0.0.425.97;Eckwinkel 20 Nut 5,  inkl. 3 Schrauben I;SO 7380 M5x12 und Abdeckkappe rund, Mate;010221; 3,27 € ;;;1.0;;
252311001;0.0.370.08;Schraubverbinder Nut5;Material: stahl verzinkt;010221; 0,24 € ;;;1.0;;
0.0.370.08;252311001;Schraubverbinder Nut5;siehe Artikelnummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
252311006;0.0.437.83;"Gelenkwinkel 20; Nut5";Material: Zinkdruckguss weißaluminium ;010221; 5,63 € ;;;1.0;;
252311008;0.0.370.08;Schraubverbinder Nut5 inkl. Schraube ISO;"7380 M5x12; Material: stahl verzinkt";010221; 0,49 € ;;;1.0;;
0.0.370.08;252311008;Schraubverbinder Nut5 inkl. Schraube ISO;siehe Artikelnummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
252311008;0.0.612.14;Schraubverbinder Nut5 inkl. Schraube ISO;"7380 M5x12; Material: stahl verzinkt";010221; 0,49 € ;;;1.0;;
252523506;0.0.425.07;Abdeckkappe für Winkel 40x40, Nut 5;Material: PA, schwarz;010221; 0,61 € ;;;1.0;;
0.0.425.07;252523506;Abdeckkappe für Winkel 40x40, Nut 5;siehe Artikelnummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
252528570;0.0.370.19;Bohrvorrichtung Nut5 D4,3 / D12;Aluminium;010121; 128,13 € ;;;1.0;;
252600014;0.0.437.33;"Kunststoffscharnier doppelt; ";"Nut 5; Material: Kunststoff PA glasfaser";010221; 3,78 € ;;;1.0;;
252652007;0.0.391.60;"Automatikverbinder Nut5; inkl.";"Nutenstein mit Steg; ";010221; 1,89 € ;;;1.0;;
252652010;0.0.464.18;Automatik-Stoßverbinder Set, Nut 5;inkl. Schraube und Schneidhülse;010221; 3,65 € ;;;1.0;;
252652014;0.0.464.19;Automatik-Stoßverbinder Set, Nut 5;inkl. Schraube und Schneidhülse;010221; 4,44 € ;;;1.0;;
252652020;0.0.437.46;Automatikverbinder Nut5 inkl. Nutenstein;"mit Steg; Material: Edelstahl ";010221; 4,87 € ;;;1.0;;
252652022;0.0.672.88;"Automatik-Combiverbinder 20; Nut5,";inkl. Nutenstein mit Steg;010221; 3,68 € ;;;1.0;;
252655005;252655005;"Winkelverbinder 40/20 45°; Nut 5";Zinkdruckguss blank;010221; 1,95 € ;;;1.0;;
252655006;252655006;"Winkelverbinder 40/20 45°; Nut 5";Zinkdruckguss alufarbig lackiert;010221; 2,60 € ;;;1.0;;
252655007;252655007;"Winkelverbinder 20 45°; Nut 5";Zinkdruckguss blank;010221; 1,51 € ;;;1.0;;
252655008;252655008;"Winkelverbinder 20 45°; Nut 5";Zinkdruckguss alufarbig lackiert;010221; 1,73 € ;;;1.0;;
252656001;252656001;Würfelverbinder 20/2  Aludruckguss m. 2;Abdeckkappen u. Schrauben ISO7380 M5X14;010221; 5,18 € ;;;1.0;;
252656002;252656002;Würfelverbinder 20/3  Aludruckguss m. 3;Abdeckkappen u. Schrauben ISO7380 M5X14;010221; 5,53 € ;;;1.0;;
252656003;252656003;"Würfelverbinder 20/2  N8;Aludruckg. m. ";Abdeckkappen u. Schrauben ISO7380 M5X14;010221; 4,83 € ;;;1.0;;
252656004;252656004;Würfelverbinder 20/3  Aludruckguss m. 3;Abdeckkappen u. Schrauben ISO7380 M5X14;010221; 5,22 € ;;;1.0;;
253218001;0.0.370.97;Laufrolle D=19mm Nut 5 ;-;010221; 2,30 € ;;;1.0;;
255100102;0.3.001.80;Erdungsanschluss Nut5;-;010221; 1,66 € ;;;1.0;;
255400103;255400103;Clip-Kabelbinder mit Hammeri Nut 8;Kunststoff Pa, schwarz;010221; 1,99 € ;;;1.0;;
255400104;255400104;Clip-Kabelbinder mit Hammeri Nut 8;Kunststoff Pa, schwarz;010221; 1,51 € ;;;1.0;;
255610500;0.0.391.32;Magnetverschluss Nut 5, schwarz;Material: Kunststoff PA glasfaserverstä;010221; 2,75 € ;;;1.0;;
255615001;0.0.370.71;Uniblock 14 mit Vierkantmutter M4 Nut 5;Material: Block: Kunststoff PA glasfaser;010221; 0,88 € ;;;1.0;;
255615100;0.0.437.24;Klemmblock Nut 5;Material: Kunststoff PA glasfaserv. schw;010221; 1,21 € ;;;1.0;;
255615103;0.0.641.59;Klemmblock Nut 5;Material: Kunststoff PA glasfaserv. ;010221; 1,25 € ;;;1.0;;
261005003;0.0.459.65;Potentialausgleich Nut6 mit Gewindestift;-;010221; 1,41 € ;;;1.0;;
261005008;0.0.419.25;Abdeckkappe 30x120, Nut6, schwarz;"T=3,0 mm; Material: PA glasfaserverst.";010221; 1,17 € ;;;1.0;;
261005009;0.0.419.22;Abdeckkappe 30x30, Nut6, schwarz;"T=3,0 mm; Material: PA glasfaserverst.";010221; 0,40 € ;;;1.0;;
261005010;0.0.419.23;Abdeckkappe 30x60, Nut6, schwarz;"T=3,0 mm; Material: PA glasfaserverst.";010221; 0,76 € ;;;1.0;;
261005023;0.0.419.24;Abdeckkappe 60x60, Nut6, schwarz;"T=3,0 mm; Material: PA glasfaserverst.";010221; 1,11 € ;;;1.0;;
261005024;0.0.434.74;Abdeckkappe 30x30 45°, Nut6, schwarz;"T=3,0 mm; Material: PA glasfaserverst.";010221; 0,41 € ;;;1.0;;
261005027;261005027;Abdeckkappe 30x30, Nut6, schwarz ESD;"T=3,0 mm; Material: PA glasfaserverst.";010221; 0,83 € ;;;1.0;;
261005028;0.0.434.75;ABDK Profil R30 90°, Nut6, schwarz;"T=3,0 mm; Material: PA glasfaserverst.";010221; 1,46 € ;;;1.0;;
261005040;0.0.419.26;"Abdeckkappe 120x60 Nut 6; T=3,0 mm";Material: Kunststoff PA schwarz;010221; 3,46 € ;;;1.0;;
261005041;0.0.478.09;"Abdeckkappe 30x12 Nut 6; T=3,0 mm";Material: Kunststoff PA schwarz;010221; 1,10 € ;;;1.0;;
261006006;0.0.439.39;Abdeckprofil NBR, Nut 6, schwarz;Preis pro Meter, Lieferung auf Spule, max. 20m;010221; 4,61 € ;;;1.0;;
261006006;0.0.439.34;Abdeckprofil NBR, Nut 6, schwarz;Preis pro Meter, Lieferung auf Spule, max. 20m;010221; 4,61 € ;;;1.0;;
261006013;0.0.431.01;Abdeck- und Einfaßprofil Nut 6, schwarz;"RAL9005, Länge 2000 mm; Material: PP";010221; 1,89 € ;;;1.0;;
